source_root,file,theory,line,kind,subtype,name,operator_like,excerpt
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GeometryManifold_Carriers.thy,TZPID_GeometryManifold_Carriers,157,assumes,hypothesis_or_assumption,assumes@157,no,"assumes ""gm_phase_loop_closed phase phase 0"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GeometryManifold_Carriers.thy,TZPID_GeometryManifold_Carriers,165,assumes,hypothesis_or_assumption,assumes@165,no,"assumes ""gm_phase_loop_closed start finish winding"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GeometryManifold_Carriers.thy,TZPID_GeometryManifold_Carriers,179,assumes,hypothesis_or_assumption,assumes@179,no,"assumes ""duration \<ge> 0"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GeometryManifold_Carriers.thy,TZPID_GeometryManifold_Carriers,195,assumes,hypothesis_or_assumption,assumes@195,no,"assumes ""gm_least_action_margin competitor action \<ge> 0"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GeometryManifold_Carriers.thy,TZPID_GeometryManifold_Carriers,210,assumes,hypothesis_or_assumption,assumes@210,no,"assumes jacobian_nonzero: ""jacobian \<noteq> 0"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_Gravity_Focus.thy,TZPID_Gravity_Focus,62,locale,hypothesis_context,TZPID_Gravity_Focus,no,locale TZPID_Gravity_Focus = TZPID_Proof_Obligations +
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_Gravity_Focus.thy,TZPID_Gravity_Focus,63,assumes,hypothesis_or_assumption,assumes@63,no,"assumes id7216_accumulated_mass: ""accumulated_mass_functional G_M_acc"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GyromagneticMovement_Focus.thy,TZPID_GyromagneticMovement_Focus,77,locale,hypothesis_context,TZPID_GyromagneticMovement_Focus,no,locale TZPID_GyromagneticMovement_Focus = TZPID_Proof_Obligations +
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GyromagneticMovement_Focus.thy,TZPID_GyromagneticMovement_Focus,78,assumes,hypothesis_or_assumption,assumes@78,no,"assumes id10146_config: ""configuration_space_model GM_Config GM_State"""
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_GyromagneticMovement_LoopIndex.thy,TZPID_GyromagneticMovement_LoopIndex,43,assumes,hypothesis_or_assumption,assumes@43,no,"assumes ""gm_loop_index_locked circulation k quantum tolerance"""
